Duration,Total_Stops,Price,Journey_day,Journey_month,Dep_hour,Dep_min,Arrival_hour,Arrival_min,Airline_Air India,Airline_GoAir,Airline_IndiGo,Airline_Jet Airways,Airline_Jet Airways Business,Airline_Multiple carriers,Airline_Multiple carriers Premium economy,Airline_SpiceJet,Airline_Trujet,Airline_Vistara,Airline_Vistara Premium economy,Source_Chennai,Source_Delhi,Source_Kolkata,Source_Mumbai,Destination_Cochin,Destination_Delhi,Destination_Hyderabad,Destination_Kolkata,Destination_New Delhi
95,0,2227,1,5,20,5,21,40,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
140,0,5831,24,3,22,20,0,40,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
160,0,4804,9,6,21,25,0,5,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
275,1,5458,6,6,7,35,12,10,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
185,0,7229,9,6,18,55,22,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
910,1,14571,6,6,18,55,10,5,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
175,0,3919,9,6,21,10,0,5,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
545,1,6916,9,3,7,5,16,10,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False
925,1,6960,27,3,13,0,4,25,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
280,1,16757,6,3,9,45,14,25,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
575,1,14871,6,3,16,0,1,35,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
275,1,5054,12,6,7,35,12,10,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
1855,2,12488,3,6,12,20,19,15,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
175,0,4823,15,4,18,25,21,20,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2240,2,14483,9,3,5,55,19,15,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
1560,2,11989,24,6,17,15,19,15,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
1210,1,16079,21,5,22,50,19,0,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
1520,1,13067,6,5,9,35,10,55,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
665,1,6818,12,6,5,5,16,10,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
1430,1,13941,12,5,8,25,8,15,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
600,1,12927,24,6,9,0,19,0,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False
155,0,4804,15,5,22,15,0,50,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
1235,1,5406,1,4,16,0,12,35,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
890,1,7318,21,3,10,45,1,35,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
140,0,3384,21,3,7,55,10,15,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
590,1,11410,3,6,20,45,6,35,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
450,1,9134,15,3,5,45,13,15,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
435,1,7832,21,3,14,5,21,20,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1365,1,14815,6,3,8,55,7,40,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
170,0,4591,3,6,23,30,2,20,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1210,1,12373,9,5,22,50,19,0,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
170,0,4284,9,3,5,50,8,40,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1375,1,13941,18,5,5,45,4,40,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
1525,1,16289,9,3,17,25,18,50,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
305,1,9165,24,6,23,30,4,35,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
165,0,8016,21,6,6,0,8,45,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
720,1,5192,1,4,22,40,10,40,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
665,1,14939,9,6,21,10,8,15,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
1310,1,25735,1,3,11,40,9,30,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
540,1,14502,3,6,10,0,19,0,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False
810,1,13817,12,3,22,55,12,25,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
505,1,14151,24,5,9,35,18,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
510,1,15077,6,3,10,45,19,15,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False
600,1,12192,12,6,9,0,19,0,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False
90,0,1965,21,5,13,15,14,45,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
140,0,3850,18,5,7,55,10,15,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
90,0,3175,1,6,16,55,18,25,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
185,0,7229,21,5,18,55,22,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1425,1,16079,27,5,19,15,19,0,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
90,0,4392,27,3,9,10,10,40,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
365,1,54826,18,3,18,40,0,45,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
560,2,10368,15,6,9,40,19,0,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
1210,1,12898,27,5,22,50,19,0,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
1185,2,14960,1,5,16,45,12,30,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
835,1,6442,27,5,8,35,22,30,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
135,0,3597,21,5,8,20,10,35,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False
440,2,18804,6,6,11,40,19,0,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
190,0,6111,15,3,6,0,9,10,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
195,0,6015,9,6,21,5,0,20,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
170,0,6121,18,5,13,20,16,10,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
435,1,6287,24,5,10,20,17,35,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
175,0,7229,9,5,15,15,18,10,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
455,1,6442,12,6,8,35,16,10,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
175,0,4544,27,4,15,15,18,10,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1700,2,11542,12,6,9,25,13,45,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
520,1,16079,21,5,19,45,4,25,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
545,1,6076,27,3,7,5,16,10,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False
920,2,10408,1,4,10,0,1,20,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2240,2,8446,27,3,5,55,19,15,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
175,0,13663,1,3,7,45,10,40,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
705,1,10671,15,5,20,30,8,15,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
170,0,3383,18,6,23,55,2,45,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
910,1,9021,9,5,10,20,1,30,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False
615,1,14533,18,5,9,0,19,15,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False
1000,2,11992,6,6,11,45,4,25,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
140,0,3597,12,5,13,15,15,35,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
165,0,4077,9,6,1,30,4,15,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
545,1,9646,12,6,7,5,16,10,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False
140,0,3873,1,4,22,20,0,40,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
1430,2,15129,9,5,19,10,19,0,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
480,1,6104,9,6,17,30,1,30,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
1995,2,16022,6,3,19,10,4,25,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
885,1,10562,9,3,9,45,0,30,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1640,1,10945,9,3,6,5,9,25,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
145,0,3873,27,5,9,0,11,25,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
90,0,1840,27,3,2,55,4,25,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
425,1,9585,3,3,4,55,12,0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
90,0,3210,18,5,19,35,21,5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
290,1,6147,9,5,15,10,20,0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
395,1,7341,9,5,17,0,23,35,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
615,1,8372,21,5,9,0,19,15,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
690,1,10877,27,6,7,30,19,0,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False
1275,2,10441,9,5,22,0,19,15,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
975,1,13611,6,3,4,45,21,0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
1550,1,11087,9,3,8,55,10,45,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1470,1,5963,27,3,19,15,19,45,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
140,0,3597,24,5,13,15,15,35,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
910,1,8529,12,6,18,55,10,5,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
845,1,10678,12,6,4,55,19,0,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False
755,1,8285,27,3,8,25,21,0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
620,1,18371,12,6,2,15,12,35,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
800,1,12692,6,6,20,25,9,45,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
165,0,4423,24,4,6,5,8,50,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
180,0,7229,9,6,19,50,22,50,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
170,0,6144,3,3,23,30,2,20,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1300,2,10919,1,6,6,45,4,25,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
160,0,4148,27,3,21,25,0,5,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
170,0,3873,24,3,20,30,23,20,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
550,2,11702,21,3,9,40,18,50,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
505,1,14871,6,3,17,10,1,35,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
1705,2,11234,18,3,6,45,11,10,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
490,1,6938,6,6,14,20,22,30,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
750,1,6093,12,6,8,30,21,0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
170,0,3943,15,5,10,10,13,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
90,0,8040,6,6,10,20,11,50,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
810,2,15129,9,5,23,5,12,35,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
140,0,3597,9,5,17,45,20,5,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False
700,1,8610,6,5,7,10,18,50,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
395,1,13067,1,5,17,0,23,35,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
170,0,4991,9,5,9,30,12,20,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
315,1,4649,1,4,15,5,20,20,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
135,0,3597,18,5,8,20,10,35,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False
660,1,12898,21,5,8,0,19,0,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
2245,2,9296,27,3,6,20,19,45,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
170,0,8855,3,3,16,55,19,45,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1270,1,10262,6,6,21,50,19,0,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
165,0,3943,24,6,6,5,8,50,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
385,1,9001,3,6,12,50,19,15,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False
910,1,7670,18,5,10,20,1,30,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False
465,1,7530,3,6,17,45,1,30,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False
295,1,8443,1,5,9,20,14,15,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
315,1,5351,1,4,6,5,11,20,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False
190,0,6688,21,3,6,0,9,10,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
1355,1,11087,12,3,20,35,19,10,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1815,2,7664,15,3,5,50,12,5,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
315,1,4775,15,4,15,15,20,30,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
155,0,3514,27,6,15,20,17,55,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
1300,2,13376,24,6,6,45,4,25,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
1705,2,14300,12,6,8,10,12,35,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
765,1,7480,27,6,20,40,9,25,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
90,0,2227,12,5,21,20,22,50,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
870,1,7452,18,5,7,55,22,25,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
155,0,4409,24,5,10,20,12,55,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
1555,2,4647,3,4,9,10,11,5,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
155,0,3332,21,3,9,30,12,5,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False
555,1,6902,27,3,10,0,19,15,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
215,1,6857,6,6,19,55,23,30,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
550,1,12373,9,5,19,15,4,25,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
440,1,11789,15,6,11,40,19,0,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False
865,2,13039,9,5,17,15,7,40,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
750,1,11087,12,3,22,55,11,25,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1625,1,9345,18,5,20,20,23,25,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
90,0,1965,24,6,22,45,0,15,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
810,1,6093,3,6,7,30,21,0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
800,1,11841,9,6,18,55,8,15,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
775,1,9663,9,5,21,10,10,5,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
1425,1,14714,6,6,19,15,19,0,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
1660,1,8529,12,6,18,55,22,35,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
275,1,5073,6,4,7,35,12,10,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
180,0,7229,24,4,7,10,10,10,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
555,1,9194,6,6,10,0,19,15,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
440,1,11789,12,6,11,40,19,0,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False
90,0,2017,12,6,13,15,14,45,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
1320,2,15894,6,6,14,30,12,30,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
165,0,3419,9,5,1,30,4,15,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1375,2,10368,9,6,5,30,4,25,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
290,1,6027,24,4,15,10,20,0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
765,1,7480,18,5,20,40,9,25,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
520,1,7189,12,6,8,35,17,15,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
165,0,7276,15,3,10,0,12,45,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1015,1,15764,6,3,11,30,4,25,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
550,1,14714,6,6,19,15,4,25,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
510,1,7888,21,5,17,0,1,30,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False
1225,1,10262,6,6,8,0,4,25,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
505,2,15318,18,5,20,0,4,25,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
435,1,5608,1,5,10,20,17,35,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
590,1,12681,1,4,8,25,18,15,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
970,2,9417,6,3,17,15,9,25,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
835,1,17057,3,3,7,5,21,0,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False
480,1,12537,27,3,13,0,21,0,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False
1275,2,10651,27,5,22,0,19,15,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
190,0,6741,1,6,6,0,9,10,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
1595,1,10844,24,5,20,0,22,35,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
1730,2,13381,27,5,14,25,19,15,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
165,0,4423,6,4,6,5,8,50,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
90,0,5678,27,5,19,35,21,5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
1620,2,12719,21,5,9,35,12,35,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
275,1,5054,1,6,7,35,12,10,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
1420,1,7480,24,5,9,45,9,25,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
165,0,6961,3,6,17,0,19,45,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
150,0,3841,24,4,17,10,19,40,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
180,0,3943,3,6,21,15,0,15,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
180,0,7229,3,5,8,20,11,20,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
170,0,4319,15,5,9,30,12,20,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
170,0,4423,24,4,13,0,15,50,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
335,1,16079,21,5,22,50,4,25,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
180,0,7754,21,6,19,50,22,50,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1210,2,10467,1,6,13,15,9,25,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
1145,1,14714,3,6,17,30,12,35,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
1700,1,7452,1,5,16,45,21,5,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
1795,2,13276,21,5,13,20,19,15,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
1545,2,31783,1,3,8,50,10,35,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
135,0,4667,1,5,11,40,13,55,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
175,0,7229,15,6,15,15,18,10,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1090,2,14237,15,6,18,25,12,35,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
535,1,8266,15,5,10,20,19,15,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False
1140,2,13882,24,6,9,25,4,25,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
170,0,4823,6,5,20,0,22,50,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
170,0,4483,24,5,23,55,2,45,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
165,0,6961,12,6,6,10,8,55,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
910,1,9663,12,5,18,55,10,5,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
1760,2,16704,18,5,23,5,4,25,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
90,0,4049,12,5,9,10,10,40,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
135,0,3807,24,3,8,20,10,35,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False
940,1,6442,9,6,6,50,22,30,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
1480,1,7832,15,3,7,0,7,40,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
835,1,6442,24,6,8,35,22,30,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
170,0,4823,21,4,20,0,22,50,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1400,1,13555,6,3,5,45,5,5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
540,1,5135,6,4,10,35,19,35,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
170,0,3383,15,5,23,55,2,45,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
370,1,5842,15,6,7,25,13,35,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
900,2,16704,18,5,13,25,4,25,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
905,1,8366,1,5,16,50,7,55,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
90,0,1965,9,5,5,45,7,15,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
150,0,3873,6,6,17,10,19,40,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
740,1,27992,1,3,8,0,20,20,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
460,1,10678,6,6,4,55,12,35,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False
865,1,6824,21,3,8,50,23,15,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2295,2,9443,12,6,5,0,19,15,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
730,1,13378,21,3,7,5,19,15,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False
